att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,class
v3,7951,1,29523,36,5621,0.652,7156,25,0.63, class2
v2,7950,0,27567,44,1758,0.667,3454,65,0.41, class1
v1,7989,0,27891,49,5075,0.903,4151,40,0.5, class2
v3,7545,0,21803,49,2049,0.685,7193,30,0.88, class2
v1,,0,22965,45,5322,0.797,3463,29,0.41, class1
v1,7747,1,28314,37,5552,0.906,4864,51,0.79, class2
v3,8153,1,25776,53,5490,0.911,6787,53,0.75, class2
v2,7605,0,28187,48,2969,0.722,3794,56,0.88, class1
v3,7840,1,28944,35,4985,0.439,6236,20,0.9, class1
v3,8145,0,19218,72,5304,0.586,6022,58,0.62, class1
v1,8006,0,19448,44,1225,0.663,3376,27,0.42, class2
v3,7511,1,19942,71,1314,0.892,7336,31,0.74, class1
v2,7656,1,21307,72,1376,0.495,4264,17,0.49, class2
v3,7949,1,18367,33,5546,0.862,4004,19,0.89, class1
v3,8132,2,26952,52,1244,0.721,7016,30,0.43, class1
v2,7620,2,22817,45,5455,0.646,3817,31,0.49, class1
v3,8141,0,27466,44,5305,0.912,5265,40,0.51, class2
v2,8078,1,27507,71,5058,0.65,4194,37,0.88, class2
v1,8178,1,29733,66,5311,0.522,7188,34,0.39, class2
v1,7762,1,27701,71,2457,0.657,7222,41,0.58, class1
v1,7949,0,28939,71,4485,0.912,,56,0.63, class1
v2,7950,1,29012,35,,0.858,7195,19,0.47, class1
v3,7762,0,26562,44,1274,0.647,5439,31,0.89, class1
v2,7602,1,22015,39,5588,0.65,7114,39,0.85, class1
v2,7923,2,29694,67,5642,0.664,4589,36,0.9, class1
v2,7736,0,19408,37,2809,0.453,5253,53,0.4, class1
v1,7684,1,29461,69,5357,0.846,6057,19,0.9, class1
v1,8067,1,27934,72,5514,0.912,4168,36,0.67, class2
v2,8140,1,29372,56,1509,0.658,3370,36,0.68, class2
v1,7947,1,27932,54,5552,0.662,4349,53,0.52, class1
v2,7508,1,28462,31,4939,0.879,5260,50,0.88, class1
v1,7783,1,27699,71,3432,0.701,4892,31,0.42, class2
v3,7917,2,20955,60,5503,0.662,6782,56,0.55, class1
v3,7921,0,29514,48,1280,0.842,5076,56,0.42, class2
v1,7773,2,29540,47,5292,0.886,3861,39,0.88, class2
v1,8166,0,29550,56,1487,0.452,5212,28,0.64, class1
v1,7770,1,27908,58,3984,0.905,6768,43,0.49, class1
v2,7838,1,28748,41,5679,0.643,3965,31,0.64, class1
v1,7822,2,29281,56,5570,0.877,5592,12,0.41, class1
v1,7948,0,26132,43,5590,0.574,6237,57,0.57, class2
v3,8133,1,17829,37,4696,0.762,5836,18,0.62, class2
v2,7819,1,27150,60,5469,0.759,6526,34,0.66, class1
v1,7813,2,17278,29,3836,0.651,5329,36,0.57, class1
v3,8176,2,17559,27,5416,0.583,6423,29,0.83, class2
v2,8061,0,22753,31,5469,0.866,5118,56,0.88, class1
v1,7947,1,28049,37,2642,0.579,4190,14,0.85, class1
v1,7613,1,29290,55,1716,0.493,3259,63,0.51, class2
v1,7961,2,29441,,5044,0.88,7145,28,0.6, class1
v3,7940,2,29600,36,5612,0.908,4625,22,0.63, class1
v3,7798,1,26322,31,1735,0.789,6163,31,0.58, class1
v1,,0,29712,26,1442,0.614,6581,56,0.42, class1
v2,7825,2,29643,26,4828,0.813,4800,57,0.45, class2
v2,8046,0,29772,71,4709,0.874,6651,40,0.64, class2
v2,7613,1,26263,57,5582,0.904,4718,15,0.89, class2
v3,7776,0,,40,5100,0.831,6445,32,0.48, class2
v1,7879,2,22698,70,1494,0.65,6617,18,0.52, class1
v1,8149,2,29367,53,1433,0.895,6412,15,0.46, class1
v1,7924,1,18325,27,5270,0.887,6546,56,0.9, class1
v3,7761,0,26877,42,3567,0.455,3160,56,0.88, class1
v1,7999,2,25296,37,5177,0.909,6506,33,0.6, class1
v3,7592,2,29049,49,3040,0.884,7152,34,0.76, class2
v2,7762,0,29694,60,5657,0.585,5598,46,0.42, class1
v3,,2,28370,72,5228,0.64,6778,25,0.6, class2
v2,7932,1,25100,61,4553,0.411,5045,61,0.61, class1
v3,7812,2,28685,30,4077,0.886,5007,59,0.42, class1
v3,7516,2,29699,36,5128,0.91,3359,54,0.89, class1
v1,7757,0,25079,62,5630,0.908,3306,29,0.61, class2
v3,8103,1,29416,33,5498,0.674,5033,34,0.67, class1
v1,7644,1,29074,61,5693,0.642,5010,25,0.65, class1
v2,8170,1,26581,62,5357,0.905,4769,58,0.83, class1
v3,8029,0,19846,72,1226,0.7,5600,13,0.64, class2
v1,8180,1,22945,71,5102,0.642,3909,56,0.81, class2
v2,7793,0,29570,38,1806,0.505,7038,22,0.78, class1
v1,7766,0,27945,72,1470,0.595,5079,31,0.49, class1
v1,7977,0,25631,71,5146,0.84,3294,14,0.88, class2
v1,7921,1,28264,32,5649,0.914,6890,59,0.43, class1
v3,8186,0,27966,43,,0.644,6268,20,0.42, class1
v3,7820,1,29589,72,2942,0.765,5318,24,0.89, class2
v1,7551,2,19181,67,5600,0.749,5902,65,0.49, class2
v3,8179,1,27238,27,1227,0.758,5118,40,0.43, class1
v2,8154,0,28548,56,5353,0.912,7331,61,0.61, class1
v2,,1,25507,62,1542,0.878,5132,24,0.67, class1
v1,7795,1,28557,58,5224,0.66,5736,25,0.47, class2
v3,7772,0,27399,34,5062,0.848,5313,57,0.89, class1
v2,7579,1,28245,66,3090,0.642,5487,57,0.9, class1
v2,7707,2,29596,58,1233,0.645,4755,16,0.82, class2
v2,7882,2,21102,38,1170,0.447,3971,33,0.55, class1
v2,7693,2,18347,50,2509,0.642,5471,55,0.4, class2
v3,7642,2,28485,31,4613,0.639,7170,32,0.61, class2
v2,7513,2,29711,67,2258,0.868,5785,55,0.51, class1
v1,7950,0,29175,52,1232,0.439,5256,31,0.49, class2
v1,7535,2,29194,72,1373,0.897,3992,49,0.89, class1
v3,7638,0,28806,28,1367,0.836,6047,56,0.86, class1
v2,7658,1,29400,64,5653,0.663,5895,19,0.88, class2
v3,7898,1,29045,32,5151,0.693,6540,35,0.45, class2
v1,7759,1,,44,5064,0.862,5201,31,0.55, class2
v1,8030,0,29158,33,2981,0.869,4260,24,0.89, class1
v2,7830,1,29749,35,5369,0.91,4520,32,0.88, class1
v2,7780,1,27790,71,1475,0.774,6916,57,0.55, class2
v2,7710,2,28564,64,5503,0.623,5591,19,0.4, class1
v3,7954,1,22548,71,,0.534,5970,29,0.61, class2
v3,7750,1,27328,61,2493,0.589,6908,60,0.9, class1
v1,7850,0,29574,71,1493,0.662,7230,24,0.43, class1
v1,7949,0,20459,45,1549,0.86,5701,15,0.58, class2
v1,7761,1,28750,55,5589,0.911,4796,49,0.46, class2
v2,8135,0,28549,71,5120,0.647,4325,16,0.61, class1
v2,7753,2,29435,71,5399,0.696,3880,31,0.46, class1
v1,7674,1,29763,72,5528,0.881,7000,56,0.67, class1
v1,8000,0,28357,40,5038,0.695,5651,38,0.63, class1
v1,8135,0,,61,1547,0.652,3552,58,0.52, class1
v2,7781,0,22822,38,5698,0.478,3948,29,0.64, class1
v3,7895,0,27060,61,4724,0.639,7195,24,0.51, class2
v1,7716,0,29335,62,2944,0.839,5714,31,0.73, class1
v1,7783,2,24518,60,1296,0.878,4987,31,0.47, class1
v2,7642,0,23223,26,1242,0.657,6579,32,0.7, class2
v1,8064,1,29071,42,1928,0.694,6466,17,0.81, class2
v1,7793,0,28561,29,5573,0.892,6385,56,0.89, class1
v3,7949,1,25855,72,1192,0.656,6180,37,0.44, class1
v1,8067,0,29439,55,5564,0.838,7184,30,0.9, class1
v2,7779,0,28099,56,5593,0.513,5235,60,0.9, class1
v2,8156,1,27292,56,3540,0.878,5534,38,0.83, class2
v3,7847,1,24338,62,5090,0.847,5953,14,0.59, class2
v1,7675,0,,43,1790,0.549,6851,42,0.44, class2
v3,7950,2,28416,33,1498,0.884,3458,38,0.65, class1
v2,7947,0,29558,71,1438,0.635,6272,15,0.9, class1
v3,7809,0,28782,28,2163,0.76,3377,18,0.44, class2
v1,7678,0,28676,36,5549,0.689,4852,31,0.78, class1
v1,8175,2,28959,71,5379,0.853,7208,46,0.72, class1
v2,7947,1,26613,39,5596,0.849,4437,25,0.48, class1
v1,7778,0,29379,52,1379,0.765,5789,30,0.62, class1
v2,7950,0,17122,40,1194,0.913,6478,16,0.43, class2
v3,7950,0,29396,71,4986,0.607,5792,17,0.62, class1
v2,8190,0,27008,34,2947,0.699,3965,38,0.62, class1
v1,7767,2,29091,53,,0.585,7013,57,0.79, class2
v3,7822,0,29692,42,2804,0.909,3958,37,0.45, class1
v1,7761,0,21381,65,5576,0.864,3296,34,0.51, class1
v3,7950,1,18019,34,4957,0.881,5938,20,0.82, class1
v1,7906,0,26013,28,1505,0.638,5907,25,0.51, class1
v3,7865,1,29479,40,4975,0.849,3335,66,0.89, class2
v1,7762,2,29463,28,1578,0.544,3469,56,0.83, class1
v3,7949,1,29401,39,5657,0.694,6562,28,0.49, class1
v2,7847,1,25662,64,3763,0.451,6371,18,0.81, class1
v3,7839,0,25030,35,1184,0.84,7080,14,0.42, class1
v3,8098,2,26828,55,2596,0.786,7279,29,0.9, class1
v3,7530,1,28722,34,2739,0.656,5474,37,0.73, class1
v2,7820,1,17500,44,1355,0.485,7043,57,0.89, class1
v1,7948,0,22269,71,3705,0.913,5976,57,0.63, class2
v2,8053,1,28485,34,1372,0.436,5558,62,0.89, class1
v3,7606,0,26221,,5006,0.636,6852,41,0.48, class2
v2,7516,2,25090,70,5358,0.727,5018,28,0.5, class2
v2,7689,0,27799,41,5482,0.715,6779,57,0.57, class1
v3,8162,0,27882,36,,0.573,6373,56,0.39, class2
v2,7895,0,24692,38,5622,0.881,6181,33,0.88, class2
v2,7970,0,21582,64,5214,0.858,4830,44,0.87, class2
v1,8117,2,23676,31,5480,0.828,7280,57,0.88, class1
v1,8111,2,29482,41,5665,0.902,3900,39,0.89, class1
v1,8190,0,29520,28,1930,0.839,5461,56,0.52, class2
v1,7720,2,28495,58,1182,0.643,3253,53,0.41, class1
v1,8010,1,29707,71,1306,0.878,3838,28,0.78, class1
v3,8129,0,28294,48,5278,0.693,4461,16,0.88, class1
v2,7547,0,28991,52,5468,0.544,5347,62,0.89, class2
v1,7947,1,28221,28,5197,0.662,6077,18,0.81, class1
v3,7616,2,27076,35,5539,0.643,4535,60,0.69, class2
v2,7742,0,28307,71,1435,0.871,4733,40,0.61, class2
v1,7685,0,29513,49,1274,0.464,4729,13,0.4, class1
v2,7951,1,28833,51,5605,0.752,5714,14,0.83, class1
v1,8169,2,25980,44,1286,0.906,3362,58,0.89, class1
v3,8135,1,29728,33,3995,0.688,6452,34,0.61, class2
v2,7826,2,23271,72,5164,0.902,6669,66,0.42, class1
v1,7949,0,27675,48,1380,0.482,4107,34,0.85, class1
v2,8095,1,29697,71,,0.863,6930,37,0.4, class1
v3,7762,0,22038,51,5273,0.895,7148,17,0.4, class1
v3,7948,1,29443,59,5680,0.646,4813,40,0.77, class2
v1,7972,1,28663,72,1710,0.444,4897,18,0.47, class2
v1,7947,0,25651,72,5624,0.91,4946,32,0.75, class1
v2,7948,1,29702,32,5050,0.681,3699,66,0.46, class1
v2,7831,2,26856,64,1394,0.707,7039,29,0.54, class1
v2,7948,2,28056,27,1638,0.676,6705,34,0.6, class1
v1,8164,0,17376,30,4994,0.664,4266,37,0.65, class1
v2,7543,1,,72,5361,0.648,6149,37,0.68, class1
v3,8167,2,21826,26,1219,0.469,4286,64,0.82, class1
v1,8049,2,22389,72,4927,0.641,4983,31,0.41, class1
v1,7734,0,26713,45,5031,0.592,7204,34,0.63, class2
v3,7752,2,19801,29,5640,0.468,5134,40,0.62, class2
v1,7925,2,21298,54,5554,0.873,,18,0.74, class1
v1,7947,0,29445,72,5093,0.855,6443,16,0.88, class1
v3,7574,0,26667,53,5043,0.638,7269,21,0.88, class2
v3,7771,2,26630,42,5387,0.84,3997,58,0.52, class2
v3,8030,0,27227,47,5493,0.877,7230,59,0.64, class1
v3,7947,2,29706,26,5677,0.675,4310,31,0.67, class1
v3,7773,0,27857,55,5578,0.868,7129,24,0.4, class1
v2,7826,0,27608,33,5506,0.439,5711,57,0.49, class1
v3,7702,1,28889,47,5254,0.646,6128,34,0.73, class2
v1,7878,0,22655,32,1198,0.648,3611,52,0.46, class1
v3,7949,0,28048,62,1193,0.647,6863,19,0.88, class1
v3,7615,1,29773,48,1408,0.842,5305,27,0.44, class1
v1,7900,1,28649,66,5319,0.671,6693,38,0.65, class1
v2,7818,1,27014,40,5408,0.839,4107,56,0.69, class1
v2,8157,0,27982,31,5589,0.913,3395,46,0.48, class1
v2,7810,1,29764,72,1255,0.739,4551,65,0.51, class1
v2,7553,2,25538,62,5714,0.872,5432,13,0.4, class1
v2,7618,1,21893,71,5092,0.657,5507,14,0.89, class1
v3,7607,0,28778,67,2746,0.549,5709,44,0.9, class1
v3,8118,0,28430,37,1332,0.868,5397,54,0.84, class2
v2,7692,2,17452,71,5253,0.69,6488,30,0.86, class2
v3,7600,2,29371,33,3983,0.906,3616,44,0.47, class1
v2,8150,2,26991,31,5517,0.565,6889,23,0.44, class2
v2,7951,0,26119,45,5698,0.644,6915,64,0.7, class2
v2,,1,25694,36,5219,0.888,4448,23,0.54, class1
v2,7815,0,25906,38,5101,0.448,3643,36,0.9, class1
v1,7602,1,26497,72,5119,0.696,5253,24,0.6, class2
v2,8022,2,26764,72,5505,0.851,4901,26,0.9, class1
v3,7916,0,25271,71,1459,0.568,3484,18,0.73, class2
v3,7877,1,21148,57,5039,0.872,5648,34,0.62, class1
v2,7907,0,17738,72,5716,0.675,4352,60,0.68, class2
v1,7745,1,29747,27,1502,0.872,6494,22,0.64, class1
v2,7950,2,29640,37,2340,0.618,6911,20,0.62, class1
v2,7796,2,26275,72,1404,0.905,6929,62,0.56, class1
v3,8011,2,23812,54,4966,0.651,3392,57,0.4, class1
v1,7594,2,29767,34,1675,0.898,7095,36,0.65, class2
v3,8040,1,29442,39,5325,0.674,5042,16,0.44, class1
v2,7949,2,28819,38,1411,0.889,4640,65,0.75, class2
v1,8156,1,29681,63,1327,0.825,5068,15,0.51, class2
v1,7554,1,28766,40,5643,0.679,7291,36,0.64, class2
v2,7708,2,25194,63,2098,0.903,3455,33,0.87, class2
v2,7946,0,25256,37,3554,0.8,5251,62,0.9, class1
v3,7777,1,25863,35,3831,0.711,6815,57,0.46, class2
v3,8032,1,20190,71,2050,0.672,6755,31,0.67, class1
v3,7740,2,23689,43,5031,0.844,6347,31,0.4, class1
v3,7744,1,29571,43,5509,0.672,5378,29,0.57, class2
v3,7896,0,28891,50,,0.405,6468,53,0.9, class1
v3,7798,1,21348,56,5585,0.638,6002,66,0.43, class2
v3,8094,2,28580,72,1535,0.838,6920,31,0.9, class1
v1,7765,0,21302,67,4932,0.661,6373,34,0.63, class1
v3,7787,0,24354,40,5629,0.648,6000,23,0.56, class1
v1,7747,1,28236,42,5272,0.855,7248,36,0.66, class2
v1,7749,2,29408,71,5426,0.533,6060,31,0.59, class2
v2,8090,1,29518,66,1857,0.91,7134,45,0.41, class1
v2,7951,2,27844,50,5403,0.907,7056,50,0.42, class1
v1,7725,0,29002,36,1560,0.91,5156,21,0.55, class1
v3,7535,2,25688,55,3978,0.662,5481,64,0.61, class2
v3,7839,0,28910,38,1249,0.768,6863,29,0.71, class1
v1,7549,2,29415,64,1437,0.694,3953,40,0.61, class1
v3,7715,2,28497,36,1341,0.901,3901,30,0.54, class1
v1,7852,0,29749,64,1291,0.532,4661,40,0.89, class1
v2,8161,2,29663,44,5072,0.672,3332,18,0.9, class2
v1,7836,0,,28,2816,0.457,7012,39,0.88, class2
v3,7548,1,25930,36,4273,0.876,6898,16,0.89, class1
v3,7612,1,21418,36,3519,0.686,4418,24,0.53, class1
v3,7828,0,27507,72,5397,0.906,3810,21,0.78, class1
v1,7643,1,16947,62,5181,0.877,4837,18,0.44, class2
v3,,2,27929,31,3157,0.897,6573,57,0.61, class2
v3,7666,1,20780,61,1512,0.848,3651,21,0.39, class1
v1,7626,1,27072,29,3029,0.671,6054,16,0.47, class1
v3,8155,1,28383,32,5018,0.874,6545,32,0.57, class1
v2,8167,2,18474,26,5157,0.893,3504,19,0.88, class1
v3,7783,0,21687,41,3362,0.392,5662,40,0.46, class1
v3,7930,0,29427,48,1546,0.909,3237,21,0.65, class1
v3,7947,0,29743,55,1755,0.661,7348,57,0.46, class1
v2,7933,0,17127,33,1844,0.692,6708,32,0.44, class2
v2,8135,2,29419,39,5266,0.673,5787,56,0.4, class2
v3,7990,1,29604,28,5450,0.617,5788,61,0.89, class1
v2,8149,1,27134,38,5477,0.712,4938,30,0.39, class1
v2,8168,1,28566,29,5674,0.881,4228,21,0.78, class1
v1,7750,1,25615,40,5202,0.905,6482,17,0.66, class2
v2,8100,0,29379,43,1540,0.906,5090,48,0.89, class2
v2,8170,1,26083,42,4944,0.907,4961,37,0.4, class1
v3,7949,1,26140,44,5311,0.557,6150,38,0.61, class1
v3,7771,2,18156,67,5049,0.458,7289,32,0.63, class1
v1,7574,2,26897,51,5714,0.682,7148,12,0.48, class1
v1,7909,1,19712,59,2239,0.642,4682,65,0.42, class1
v2,7945,1,25572,31,2156,0.682,3571,66,0.76, class1
v3,7765,0,26168,31,5582,0.416,4984,48,0.74, class1
v3,7940,1,28022,40,5325,0.644,5598,22,0.39, class1
v3,7628,1,22773,65,5715,0.883,3730,13,0.85, class1
v3,7869,1,29722,54,1222,0.443,6813,20,0.65, class1
v3,7511,1,29029,26,5574,0.869,6753,57,0.82, class1
v1,7728,2,26370,41,,0.643,6956,35,0.55, class1
v2,7543,2,22634,68,1355,0.672,5097,57,0.88, class1
v3,7537,0,24228,67,1205,0.875,4274,50,0.43, class1
v3,7824,0,29438,54,5107,0.646,6039,56,0.89, class2
v1,7538,0,27988,72,5627,0.913,5204,47,0.85, class2
v3,7806,2,28331,53,5375,0.91,5900,56,0.9, class2
v2,7761,1,28618,30,1184,0.648,4236,37,0.9, class2
v2,,0,29733,33,5438,0.648,6378,32,0.43, class2
v1,8049,2,28148,58,5480,0.641,6638,27,0.64, class1
v1,8142,0,28414,71,5326,0.899,5382,21,0.89, class2
v3,7698,1,29714,62,5285,0.738,4189,27,0.88, class1
v2,8039,2,26998,62,1537,0.43,6183,60,0.55, class1
v3,8184,0,29186,47,5040,0.878,5438,46,0.64, class1
v2,7524,2,28793,27,3855,0.641,4077,56,0.88, class1
v1,7869,1,22884,35,5536,0.509,3372,30,0.54, class2
v1,7773,0,22707,47,1424,0.474,4570,31,0.71, class1
v1,7936,1,29683,41,5276,0.91,4133,25,0.53, class1
v1,7768,2,29753,46,4111,0.91,4176,30,0.53, class1
v3,7556,1,28188,32,5523,0.909,6410,30,0.53, class1
v3,8137,1,28002,68,1303,0.845,5531,34,0.47, class1
v2,8017,2,28300,69,1732,0.878,7203,57,0.78, class2
v2,8186,0,25900,32,5159,0.684,6869,23,0.53, class2
v3,7949,0,25522,36,5386,0.723,3662,34,0.61, class2
v2,7569,2,28289,60,1468,0.687,3171,34,0.87, class2
v2,7872,2,24202,28,5513,0.899,6255,20,0.52, class2
v2,7620,1,26372,60,2924,0.91,3250,57,0.4, class1
v2,7796,0,29367,36,1386,0.675,6602,31,0.74, class2
v2,8156,2,29506,71,3946,0.64,6888,56,0.64, class1
v2,8106,2,29437,35,4932,0.851,6845,56,0.54, class1
v2,8187,1,27874,71,5361,0.628,7267,32,0.9, class2
v2,7949,2,19946,41,1453,0.874,4857,57,0.74, class2
v1,7902,0,18525,53,5667,0.74,3513,65,0.64, class1
v2,8162,0,17862,53,5386,0.41,5004,27,0.88, class1
v1,7768,1,29567,41,5526,0.647,7197,25,0.73, class1
v2,7764,1,23154,52,1348,0.888,6107,32,0.65, class2
v3,8154,0,27991,27,1465,0.878,7077,30,0.49, class2
v1,7606,1,26958,56,1552,0.664,5144,40,0.89, class2
v2,7675,2,26122,31,5058,0.841,6272,56,0.45, class2
v3,8186,0,25855,68,5451,0.665,4462,28,0.45, class1
v3,8036,2,23788,40,1266,0.517,4956,12,0.83, class1
v2,7949,2,29404,42,4388,0.85,7056,31,0.54, class2
v1,8002,0,27603,42,3490,0.648,4230,50,0.9, class1
v3,8153,1,26378,40,5130,0.898,4159,13,0.46, class1
v1,7889,0,29767,45,,0.909,4682,26,0.43, class1
v2,7951,2,28114,34,1470,0.399,4259,27,0.78, class2
v1,8003,2,29036,56,5688,0.687,6564,33,0.49, class1
v1,7871,0,28387,54,1228,0.869,3368,57,0.5, class2
v3,8127,1,24032,34,5496,0.477,6693,56,0.65, class2
v2,7853,1,23811,52,1287,0.638,5362,65,0.89, class1
v3,7826,2,26789,34,1521,0.544,6989,62,0.58, class1
v3,7652,2,29463,39,4127,0.857,5687,34,0.88, class2
v2,7707,0,29434,57,1227,0.72,3640,15,0.66, class2
v2,7699,0,20093,35,3068,0.762,5047,19,0.65, class1
v3,7530,2,26546,29,5386,0.664,7152,30,0.84, class2
v2,7951,2,17566,56,1192,0.536,6364,12,0.61, class2
v2,7951,2,27687,71,5477,0.842,6138,56,0.66, class1
v1,8133,0,23519,51,5535,0.661,6066,52,0.65, class2
v2,8057,0,27935,69,1202,0.646,4138,30,0.49, class2
v1,7522,1,16953,37,3360,0.897,6918,22,0.62, class2
v3,7825,2,29546,45,1423,0.48,7325,42,0.49, class2
v2,7905,1,28511,71,5291,0.886,3660,18,0.61, class2
v2,7950,0,17478,52,5170,0.64,6662,12,0.4, class1
v1,7762,0,28804,33,4736,0.564,4240,17,0.66, class2
v3,7797,2,28778,72,4303,0.593,7059,12,0.62, class1
v3,8007,2,25363,62,1276,0.855,5234,30,0.51, class1
v2,8025,2,27557,62,5016,0.899,7120,53,0.9, class1
v1,7951,2,29424,32,3774,0.853,5197,54,0.44, class1
v2,,2,21458,57,1504,0.844,5608,38,0.87, class1
v1,7918,0,18412,26,1183,0.903,6525,16,0.88, class1
v1,7519,2,28824,58,1196,0.675,6045,57,0.59, class1
v3,7974,2,29479,37,4523,0.771,6626,16,0.51, class1
v2,7660,2,28975,49,5556,0.887,6852,13,0.45, class1
v3,7792,2,25137,71,5252,0.687,3429,39,0.89, class2
v2,7950,0,26836,27,1318,0.645,6741,13,0.62, class2
v1,7950,0,28345,72,5144,0.868,5938,34,0.89, class1
v3,7844,0,17228,37,5464,0.884,5634,60,0.74, class1
v2,7773,1,27932,34,5027,0.645,4138,64,0.9, class1
v2,8126,0,,61,5546,0.697,3838,56,0.39, class1
v2,8192,1,29577,36,1182,0.881,4761,56,0.79, class1
v2,7921,0,26624,27,5068,0.696,6627,22,0.88, class2
v3,7663,,23356,71,1452,0.759,5063,17,0.47, class1
v1,7949,1,23384,52,5009,0.897,3220,62,0.63, class1
v1,7856,1,25303,50,5227,0.692,4264,29,0.66, class2
v2,8182,0,18791,40,3662,0.911,6653,57,0.65, class1
v3,7746,1,23213,60,5641,0.913,4212,25,0.65, class1
v2,7886,1,26928,52,3464,0.442,3252,35,0.56, class2
v2,7947,2,29222,50,5164,0.642,4751,46,0.42, class1
v1,8184,0,22055,32,1351,0.891,3437,63,0.45, class1
v1,8152,2,29756,27,1199,0.605,6122,24,0.4, class1
v1,8168,0,29671,45,1709,0.528,3800,53,0.55, class1
v1,7510,2,29153,49,5602,0.65,5926,56,0.89, class1
v2,7654,2,25114,34,5312,0.879,6931,13,0.64, class1
v3,7931,2,29588,67,5489,0.889,7212,37,0.59, class2
v3,7600,2,25110,37,2089,0.664,5331,12,0.55, class1
v1,7696,1,29288,51,5056,0.851,3492,14,0.89, class1
v1,7754,1,24791,66,2712,0.881,6115,14,0.52, class1
v2,7760,1,26095,30,1251,0.475,3499,40,0.87, class2
v2,8116,0,27771,35,5483,0.652,3798,37,0.9, class2
v1,7629,0,17883,27,1803,0.912,7143,56,0.66, class1
v3,7823,1,28288,71,5668,0.649,4896,29,0.53, class1
v1,7647,0,29031,36,1298,0.844,5890,21,0.71, class2
v2,8004,0,27037,72,3485,0.883,6495,28,0.89, class2
v3,8041,1,29638,30,5259,0.623,5112,32,0.41, class1
v3,7982,2,23045,29,,0.898,7092,19,0.81, class1
v1,7882,1,28820,71,3343,0.681,4586,57,0.45, class1
v2,7697,1,29467,43,5711,0.399,4846,59,0.82, class2
v3,7639,0,26728,65,4357,0.909,5158,17,0.65, class2
v3,7627,1,28121,62,5389,0.882,6976,33,0.8, class2
v2,8138,1,23501,30,4671,0.661,3177,14,0.48, class2
v1,7784,0,27146,43,5686,0.881,5767,22,0.42, class1
v1,7969,2,29530,33,5276,0.876,4731,34,0.63, class1
v3,8178,2,26222,69,4394,0.859,4659,26,0.89, class1
v2,,0,29634,64,5652,0.674,3866,52,0.57, class2
v2,,0,22402,31,3460,0.674,3276,39,0.63, class1
v3,7554,1,26965,65,2045,0.704,6379,56,0.7, class1
v2,7693,0,29759,39,5327,0.891,3348,14,0.81, class2
v1,7769,2,25673,39,5443,0.674,4944,18,0.89, class1
v3,8000,0,28152,50,5466,0.7,6783,26,0.65, class2
v3,7761,1,28545,54,1199,0.659,4243,58,0.51, class1
v3,7716,1,28287,26,1490,0.66,7002,26,0.9, class1
v2,7781,0,28191,72,4446,0.666,3512,36,0.89, class2
v2,8158,2,19789,46,5697,0.423,7251,31,0.66, class1
v3,7791,0,29401,70,1541,0.666,3487,19,0.82, class1
v1,7765,2,27475,62,5547,0.652,7192,64,0.62, class2
v2,7804,1,29372,33,1478,0.461,6810,14,0.45, class2
v2,7791,1,29593,36,5689,0.638,3168,37,0.89, class2
v1,7685,2,27609,34,5504,0.908,5329,13,0.54, class2
v2,8046,1,,36,5320,0.766,4429,40,0.66, class1
v2,7747,2,26422,34,5457,0.856,4535,43,0.83, class1
v3,7762,0,29489,72,5256,0.677,4777,57,0.63, class2
v2,8063,1,17069,58,5078,0.421,3190,24,0.65, class2
v1,7571,2,26106,29,5480,0.876,6537,32,0.51, class1
v1,7552,1,29508,33,5247,0.911,4886,56,0.88, class2
v2,7951,2,29528,65,1262,0.667,5873,31,0.88, class1
v3,7767,0,28746,54,5200,0.728,7017,25,0.81, class1
v3,7951,1,16977,36,2759,0.638,6420,66,0.66, class1
v1,8027,1,23699,31,1478,0.85,6628,17,0.55, class2
v2,7833,2,29465,72,2602,0.906,7051,44,0.65, class1
v2,7742,1,29669,71,1807,0.842,4163,65,0.88, class1
v1,7514,1,29693,48,5022,0.901,3172,34,0.45, class2
v1,8045,2,27947,52,3828,0.638,6466,34,0.9, class1
v1,7825,0,28993,55,5565,0.662,6713,39,0.89, class1
v2,,2,29756,65,4372,0.912,5625,23,0.46, class1
v1,7941,0,19924,33,3344,0.674,4448,31,0.83, class2
,7800,0,19004,42,5403,0.645,6147,23,0.89, class1
v1,7876,0,27566,30,1547,0.861,5588,57,0.88, class1
v2,7943,2,26123,35,5575,0.851,3838,18,0.88, class1
v3,7563,0,25884,36,2807,0.644,3473,65,0.88, class2
v1,7793,1,28816,45,4757,0.676,5474,30,0.87, class1
v1,7845,1,29474,72,5611,0.672,6410,36,0.87, class1
v2,8165,2,28737,69,5016,0.878,4808,66,0.43, class1
v3,7901,0,18750,33,5645,0.555,5696,23,0.67, class1
v1,8101,2,25133,62,5481,0.639,5118,62,0.8, class2
v3,7589,2,29635,30,5215,0.894,,61,0.9, class1
v1,7773,1,24862,56,5565,0.861,3555,33,0.68, class1
v2,7750,1,29028,27,2343,0.654,7226,62,0.66, class2
v2,7926,2,25850,33,5186,0.495,3860,12,0.88, class1
v1,7951,2,25974,45,5616,0.554,4731,17,0.39, class2
v1,8158,2,25405,41,4871,0.871,6371,31,0.88, class1
v2,7608,1,29503,43,1472,0.65,7357,56,0.89, class2
v2,7799,1,26842,34,5547,0.692,3181,32,0.76, class2
